,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
276,National,2019-10-04,67602480.0,258564940.0,1513241207.0,367188239.0,365843048.0,187087774.0,243282509.0,249106773.0,73312315.0,18622133.0,6106424.0,1266222.0,1425770.0,00-00000-20191004,39,10
277,National,2019-10-05,69437518.0,256729902.0,1480910510.0,363241167.0,368100181.0,185247112.0,236555410.0,231450407.0,68412958.0,19315438.0,6041340.0,1166857.0,1379640.0,00-00000-20191005,39,10
278,National,2019-10-06,71695538.0,254471882.0,1316865386.0,322459001.0,333870418.0,164922586.0,208426007.0,200247666.0,58747260.0,18136834.0,6912935.0,1442997.0,1699682.0,00-00000-20191006,40,10
279,National,2019-10-07,66397509.0,259769911.0,1408778860.0,355252534.0,337073046.0,171091632.0,223279910.0,231753473.0,67995307.0,15762106.0,4467993.0,992111.0,1110748.0,00-00000-20191007,40,10
280,National,2019-10-08,65985675.0,260181745.0,1417029212.0,355354971.0,338115716.0,172266012.0,225786572.0,234759997.0,68556941.0,15611566.0,4321865.0,1001955.0,1253617.0,00-00000-20191008,40,10
281,National,2019-10-09,67677947.0,258489473.0,1427219120.0,359291495.0,344289145.0,174431780.0,227566888.0,232852654.0,66902275.0,15315924.0,4342798.0,1036913.0,1189248.0,00-00000-20191009,40,10
282,National,2019-10-10,54663242.0,271504178.0,1420766180.0,351613846.0,338222574.0,173037382.0,227575323.0,237754271.0,69785754.0,16136151.0,4566679.0,1020495.0,1053705.0,00-00000-20191010,40,10
283,National,2019-10-11,57349146.0,268818274.0,1482041331.0,365767384.0,353537613.0,182383893.0,237927166.0,245050021.0,71828220.0,17825966.0,5575609.0,1104476.0,1040983.0,00-00000-20191011,40,10
284,National,2019-10-12,61205154.0,264962266.0,1460380218.0,363847217.0,359422022.0,182259436.0,233096646.0,228692794.0,66971550.0,18509127.0,5566566.0,1013651.0,1001209.0,00-00000-20191012,40,10
285,National,2019-10-13,61094100.0,265073320.0,1272046633.0,317297503.0,317868216.0,158286046.0,201138629.0,194679351.0,56458155.0,17226122.0,6529243.0,1314875.0,1248493.0,00-00000-20191013,41,10
286,National,2019-10-14,57067408.0,269100012.0,1561060343.0,422700184.0,367071703.0,183941961.0,238258162.0,240396772.0,74185045.0,20890050.0,8169172.0,2110414.0,3336880.0,00-00000-20191014,41,10
287,National,2019-10-15,65421734.0,260745686.0,1370141836.0,340957595.0,326448484.0,166358538.0,218976823.0,228963046.0,66965554.0,15263164.0,4187669.0,967180.0,1053783.0,00-00000-20191015,41,10
288,National,2019-10-16,66797589.0,259369831.0,1374739525.0,344870954.0,330288692.0,167726564.0,219523532.0,225685292.0,65056411.0,15146718.0,4277029.0,1028171.0,1136162.0,00-00000-20191016,41,10
289,National,2019-10-17,66060721.0,260106699.0,1358919584.0,334491270.0,322229365.0,165218664.0,218045259.0,229078368.0,67506038.0,15773621.0,4483412.0,1026912.0,1066675.0,00-00000-20191017,41,10
290,National,2019-10-18,63719033.0,262448387.0,1414284481.0,347264225.0,336847869.0,173453468.0,227324117.0,235374464.0,69172045.0,17237940.0,5456818.0,1115140.0,1038395.0,00-00000-20191018,41,10
291,National,2019-10-19,68352361.0,257815059.0,1396588683.0,345910192.0,344491502.0,174715870.0,223188932.0,218728668.0,64289109.0,17752403.0,5472294.0,1044296.0,995417.0,00-00000-20191019,41,10
292,National,2019-10-20,70789289.0,255378131.0,1219213558.0,303184643.0,305644932.0,152265058.0,193340660.0,186134060.0,53436538.0,16370004.0,6279551.0,1310301.0,1247811.0,00-00000-20191020,42,10
293,National,2019-10-21,66011495.0,260155925.0,1307334830.0,323459054.0,310781978.0,158943880.0,208851951.0,218992582.0,64721180.0,15227545.0,4317755.0,971498.0,1067407.0,00-00000-20191021,42,10
294,National,2019-10-22,66228887.0,259938533.0,1321158428.0,325781860.0,313832541.0,160448448.0,211798676.0,222357006.0,65369041.0,15176950.0,4331475.0,1012133.0,1050298.0,00-00000-20191022,42,10
295,National,2019-10-23,65187525.0,260979895.0,1325801440.0,328884756.0,319461195.0,162240620.0,211946256.0,217965192.0,63015244.0,15313670.0,4715015.0,1134135.0,1125357.0,00-00000-20191023,42,10
296,National,2019-10-24,60575105.0,265592315.0,1314372069.0,321773329.0,312439176.0,159739805.0,211066307.0,222014690.0,65415453.0,15380718.0,4413170.0,1038153.0,1091268.0,00-00000-20191024,42,10
297,National,2019-10-25,59633083.0,266534337.0,1362360156.0,335139425.0,325282109.0,166873019.0,218729456.0,225265545.0,66327602.0,17011563.0,5531011.0,1138734.0,1061692.0,00-00000-20191025,42,10
298,National,2019-10-26,67171672.0,258995748.0,1350394843.0,334433092.0,333430406.0,168385591.0,215251064.0,211146224.0,62225471.0,17550414.0,5745259.0,1167207.0,1060115.0,00-00000-20191026,42,10
299,National,2019-10-27,70893501.0,255273919.0,1219175516.0,304490406.0,305658522.0,151566333.0,192198600.0,185402285.0,53422306.0,16749465.0,6827191.0,1513304.0,1347104.0,00-00000-20191027,43,10
300,National,2019-10-28,62680566.0,263486854.0,1309976041.0,324242845.0,311465684.0,160661586.0,210315757.0,218550313.0,64321412.0,14632479.0,4020764.0,839060.0,926141.0,00-00000-20191028,43,10
301,National,2019-10-29,62759924.0,263407496.0,1303555022.0,319308807.0,308832244.0,160401794.0,211035521.0,220046359.0,64366352.0,14163278.0,3767577.0,791033.0,842057.0,00-00000-20191029,43,10
302,National,2019-10-30,79352203.0,246815217.0,1351186071.0,352890188.0,343926004.0,167489192.0,210543810.0,202640476.0,54479463.0,12816341.0,4083211.0,1078426.0,1238960.0,00-00000-20191030,43,10
303,National,2019-10-31,60916942.0,265250478.0,1359477462.0,339047444.0,330417894.0,166629062.0,216859946.0,222410275.0,63761593.0,14278742.0,4078805.0,957855.0,1035846.0,00-00000-20191031,43,10
304,National,2019-11-01,58632060.0,267535360.0,1415288438.0,346389958.0,344213735.0,174794891.0,226301736.0,231839014.0,67750943.0,16759071.0,5200661.0,1038399.0,1000030.0,00-00000-20191101,43,11
305,National,2019-11-02,66312732.0,259854688.0,1379822888.0,338953800.0,341944526.0,173765111.0,220776514.0,215932243.0,63328524.0,17820239.0,5359958.0,972729.0,969244.0,00-00000-20191102,43,11
306,National,2019-11-03,70871207.0,255296213.0,1237683141.0,310051908.0,311131644.0,154474106.0,194553473.0,187762430.0,54563343.0,16485988.0,6189195.0,1270528.0,1200526.0,00-00000-20191103,44,11
307,National,2019-11-04,62647805.0,263519615.0,1320630854.0,328165662.0,315795806.0,160037932.0,209491269.0,220078079.0,65012481.0,15553192.0,4344553.0,1017038.0,1134842.0,00-00000-20191104,44,11
308,National,2019-11-05,63361688.0,262805732.0,1299518543.0,320163618.0,307131010.0,156787369.0,207882621.0,220561725.0,65271679.0,15443303.0,4211197.0,993137.0,1072884.0,00-00000-20191105,44,11
309,National,2019-11-06,63191437.0,262975983.0,1282023930.0,312031852.0,301506808.0,155480473.0,207346203.0,219616799.0,64670580.0,15094333.0,4198595.0,997768.0,1080519.0,00-00000-20191106,44,11
310,National,2019-11-07,62217046.0,263950374.0,1297473253.0,314106321.0,306721389.0,157597986.0,208988655.0,221562937.0,66102171.0,15677135.0,4537373.0,1062801.0,1116485.0,00-00000-20191107,44,11
311,National,2019-11-08,61842842.0,264324578.0,1355253486.0,328367888.0,321618047.0,166824990.0,218836185.0,227123989.0,67090539.0,17333013.0,5788914.0,1190386.0,1079535.0,00-00000-20191108,44,11
312,National,2019-11-09,68488278.0,257679142.0,1342404216.0,327105643.0,329973928.0,168095894.0,216324865.0,212667573.0,62366103.0,18046176.0,5771744.0,1056044.0,996246.0,00-00000-20191109,44,11
313,National,2019-11-10,68845477.0,257321943.0,1253872529.0,315347830.0,311311308.0,155624523.0,198494136.0,191469689.0,55178318.0,17065733.0,6666812.0,1393935.0,1320245.0,00-00000-20191110,45,11
314,National,2019-11-11,65784060.0,260383360.0,1251865303.0,309686671.0,298579619.0,152127333.0,200092965.0,207001352.0,61579389.0,15590862.0,4870369.0,1126520.0,1210223.0,00-00000-20191111,45,11
315,National,2019-11-12,63642738.0,262524682.0,1302650059.0,318814498.0,309805546.0,158132303.0,209868363.0,219848672.0,64505368.0,15257905.0,4267510.0,1013014.0,1136880.0,00-00000-20191112,45,11
316,National,2019-11-13,62109223.0,264058197.0,1332958711.0,326928505.0,315577315.0,162261644.0,215214219.0,224665939.0,66207019.0,15722527.0,4302159.0,1012257.0,1067127.0,00-00000-20191113,45,11
317,National,2019-11-14,61365069.0,264802351.0,1323045704.0,321643842.0,312028206.0,160093043.0,213304402.0,226304301.0,67011582.0,15992109.0,4537469.0,1049074.0,1081676.0,00-00000-20191114,45,11
318,National,2019-11-15,61325095.0,264842325.0,1362558096.0,336064056.0,322865460.0,166221843.0,219236917.0,227871185.0,66987951.0,16372510.0,4944967.0,1012636.0,980571.0,00-00000-20191115,45,11
319,National,2019-11-16,73437315.0,252730105.0,1408270089.0,352882356.0,349162612.0,175112846.0,223517747.0,219589270.0,63794747.0,17073960.0,5105366.0,1018576.0,1012609.0,00-00000-20191116,45,11
320,National,2019-11-17,70330444.0,255836976.0,1194984855.0,292056483.0,299652998.0,149339183.0,190774523.0,185164099.0,52713532.0,16222179.0,6394392.0,1363582.0,1303884.0,00-00000-20191117,46,11
321,National,2019-11-18,61175593.0,264991827.0,1307756982.0,321172431.0,310623535.0,158633806.0,209709681.0,221277400.0,65514714.0,14834476.0,4047697.0,905868.0,1037374.0,00-00000-20191118,46,11
322,National,2019-11-19,69688983.0,256478437.0,1372499158.0,341973925.0,329375662.0,165619855.0,217913429.0,229335084.0,67000615.0,15030960.0,4164676.0,1012233.0,1072719.0,00-00000-20191119,46,11
323,National,2019-11-20,61792488.0,264374932.0,1306798537.0,318890291.0,308921611.0,158937597.0,210871535.0,222289525.0,65270964.0,15428284.0,4166181.0,986423.0,1036126.0,00-00000-20191120,46,11
324,National,2019-11-21,61412669.0,264754751.0,1277502981.0,312179648.0,300435932.0,154641645.0,205052989.0,217901308.0,64918736.0,15679304.0,4483357.0,1080607.0,1129455.0,00-00000-20191121,46,11
325,National,2019-11-22,60324661.0,265842759.0,1328273661.0,325111558.0,313853855.0,160010575.0,212962956.0,225053694.0,66571326.0,16848347.0,5507711.0,1230140.0,1123499.0,00-00000-20191122,46,11
326,National,2019-11-23,69074976.0,257092444.0,1327469373.0,331360502.0,327129278.0,164661391.0,210013866.0,206846802.0,62426367.0,17136907.0,5592606.0,1206239.0,1095415.0,00-00000-20191123,46,11
327,National,2019-11-24,72032466.0,254134954.0,1204630973.0,302606475.0,304327374.0,150365063.0,189823511.0,181623856.0,51124926.0,15762343.0,6227894.0,1409508.0,1360023.0,00-00000-20191124,47,11
328,National,2019-11-25,62924856.0,263242564.0,1290417610.0,319892638.0,304960898.0,156235823.0,205735967.0,216242201.0,64279205.0,15918406.0,4858884.0,1124655.0,1168933.0,00-00000-20191125,47,11
329,National,2019-11-26,62269173.0,263898247.0,1327487161.0,328286780.0,313626792.0,161101169.0,212089805.0,222393826.0,66205930.0,16124331.0,5271582.0,1258613.0,1128333.0,00-00000-20191126,47,11
330,National,2019-11-27,62170307.0,263997113.0,1355762532.0,333284297.0,327146083.0,166849034.0,215699193.0,220919357.0,64683295.0,17539276.0,6837111.0,1592066.0,1212820.0,00-00000-20191127,47,11
331,National,2019-11-28,72492175.0,253675245.0,1118063090.0,270868701.0,265553616.0,129064330.0,172642077.0,189236680.0,62481047.0,19354946.0,6511522.0,1221391.0,1128780.0,00-00000-20191128,47,11
332,National,2019-11-29,65633497.0,260533923.0,1350053223.0,339129972.0,323722058.0,166577417.0,216269363.0,214651884.0,63373334.0,17767224.0,6216570.0,1225444.0,1119957.0,00-00000-20191129,47,11
333,National,2019-11-30,69303013.0,256864407.0,1294719606.0,322282440.0,318953083.0,160289679.0,205526461.0,200926874.0,59226309.0,17769283.0,6929316.0,1591263.0,1224898.0,00-00000-20191130,47,11
334,National,2019-12-01,73909466.0,252257954.0,1203887806.0,301940010.0,301857044.0,147929153.0,187289054.0,180887195.0,53417477.0,18215944.0,8672304.0,2127810.0,1551815.0,00-00000-20191201,48,12
335,National,2019-12-02,65072300.0,261095120.0,1323064915.0,330390426.0,317155503.0,160253236.0,209265912.0,218865689.0,64269616.0,15565764.0,4746814.0,1210265.0,1341690.0,00-00000-20191202,48,12
336,National,2019-12-03,63283724.0,262883696.0,1363686972.0,338912006.0,322778574.0,165412225.0,217439977.0,229255682.0,67221944.0,15888773.0,4438874.0,1103557.0,1235360.0,00-00000-20191203,48,12
337,National,2019-12-04,63260581.0,262906839.0,1333774295.0,329446587.0,313785882.0,161370255.0,213801979.0,226507855.0,66862856.0,15303818.0,4371249.0,1101422.0,1222392.0,00-00000-20191204,48,12
338,National,2019-12-05,62701961.0,263465459.0,1320090953.0,318275345.0,311419949.0,160890641.0,213452964.0,226064448.0,67192338.0,15909849.0,4499877.0,1123166.0,1262376.0,00-00000-20191205,48,12
339,National,2019-12-06,62233008.0,263934412.0,1370125170.0,326336560.0,324984268.0,169590345.0,223530435.0,233175888.0,68051932.0,16905705.0,5230468.0,1160161.0,1159408.0,00-00000-20191206,48,12
340,National,2019-12-07,69501981.0,256665439.0,1337293469.0,318594467.0,327375159.0,168267357.0,217741351.0,217584014.0,63737416.0,16976295.0,4971699.0,1000918.0,1044793.0,00-00000-20191207,48,12
341,National,2019-12-08,73538749.0,252628671.0,1279354801.0,314963079.0,321294143.0,159300511.0,202636901.0,198778444.0,57177384.0,16453287.0,5887615.0,1358062.0,1505375.0,00-00000-20191208,49,12
342,National,2019-12-09,71538149.0,254629271.0,1337950267.0,329508769.0,323454540.0,164114259.0,213853932.0,220437019.0,64916815.0,14895492.0,4414392.0,1074873.0,1280176.0,00-00000-20191209,49,12
343,National,2019-12-10,62844069.0,263323351.0,1320689882.0,313329083.0,311439975.0,161920335.0,215155389.0,228727661.0,67638898.0,15819045.0,4403244.0,1067963.0,1188289.0,00-00000-20191210,49,12
344,National,2019-12-11,62788918.0,263378502.0,1314283881.0,310487895.0,309501980.0,161552493.0,215068642.0,227709139.0,67174557.0,15952582.0,4516531.0,1116573.0,1203489.0,00-00000-20191211,49,12
345,National,2019-12-12,60821444.0,265345976.0,1326943347.0,310522012.0,310355169.0,162821118.0,217781394.0,232459827.0,69277254.0,16527452.0,4804700.0,1155694.0,1238727.0,00-00000-20191212,49,12
346,National,2019-12-13,60142162.0,266025258.0,1368562069.0,317868571.0,322650334.0,170275799.0,225578905.0,236634779.0,70001379.0,17534258.0,5575960.0,1218026.0,1224058.0,00-00000-20191213,49,12
347,National,2019-12-14,67569800.0,258597620.0,1343473111.0,310512732.0,326900026.0,171496916.0,222361583.0,221271035.0,65063191.0,18027280.0,5590180.0,1135612.0,1114556.0,00-00000-20191214,49,12
348,National,2019-12-15,71309452.0,254857968.0,1194879015.0,273578026.0,298614309.0,153611112.0,197852659.0,191753170.0,54370843.0,16164530.0,6190628.0,1393784.0,1349954.0,00-00000-20191215,50,12
349,National,2019-12-16,62982098.0,263185322.0,1292324495.0,305153525.0,307272007.0,160038501.0,211242759.0,220879150.0,65169876.0,15663439.0,4550910.0,1101427.0,1252901.0,00-00000-20191216,50,12
350,National,2019-12-17,68222782.0,257944638.0,1303739621.0,306733094.0,309772167.0,160927938.0,213342972.0,224770014.0,66216890.0,15118184.0,4507778.0,1141654.0,1208930.0,00-00000-20191217,50,12
351,National,2019-12-18,62155973.0,264011447.0,1322533010.0,307829186.0,312082150.0,164440166.0,218782724.0,230373667.0,67611432.0,15182770.0,4223993.0,980815.0,1026107.0,00-00000-20191218,50,12
352,National,2019-12-19,70421764.0,255745656.0,1367198074.0,327695319.0,326457465.0,168601522.0,222776869.0,230978183.0,67548291.0,15861837.0,4806207.0,1205142.0,1267239.0,00-00000-20191219,50,12
353,National,2019-12-20,58908440.0,267258980.0,1447604867.0,337851735.0,342896112.0,182394606.0,239086804.0,245804581.0,72300402.0,18517963.0,6099040.0,1411383.0,1242241.0,00-00000-20191220,50,12
354,National,2019-12-21,66002516.0,260164904.0,1371914256.0,320128203.0,333243293.0,175048286.0,226135160.0,223611735.0,65882556.0,18826039.0,6513898.0,1416604.0,1108482.0,00-00000-20191221,50,12
355,National,2019-12-22,67371784.0,258795636.0,1276469404.0,295696404.0,314191736.0,165121633.0,211831127.0,204293041.0,58208011.0,17514172.0,6718126.0,1533246.0,1361908.0,00-00000-20191222,51,12
356,National,2019-12-23,63213956.0,262953464.0,1389247335.0,327231968.0,333192799.0,175862656.0,227200887.0,230248655.0,68076562.0,18022137.0,6197282.0,1481051.0,1733338.0,00-00000-20191223,51,12
357,National,2019-12-24,65752505.0,260414915.0,1300272794.0,302953740.0,317818522.0,165845887.0,213376262.0,211571868.0,61935190.0,17334902.0,6256927.0,1445866.0,1733630.0,00-00000-20191224,51,12
358,National,2019-12-25,74540597.0,251626823.0,1016547847.0,236773628.0,235285423.0,117211827.0,161614418.0,176396421.0,59215103.0,19363409.0,7081362.0,1598261.0,2007995.0,00-00000-20191225,51,12
359,National,2019-12-26,69407406.0,256760014.0,1183033743.0,263290900.0,283231802.0,149436974.0,195069088.0,201475930.0,62084349.0,18095475.0,7223667.0,1646497.0,1479061.0,00-00000-20191226,51,12
360,National,2019-12-27,66371694.0,259795726.0,1224026335.0,267790891.0,289680648.0,154583769.0,204662718.0,213583427.0,65022349.0,18512865.0,7182052.0,1646413.0,1361203.0,00-00000-20191227,51,12
361,National,2019-12-28,70901794.0,255265626.0,1204714391.0,269096426.0,294788150.0,154560564.0,199726846.0,198033499.0,60100483.0,18256061.0,7139420.0,1639532.0,1373410.0,00-00000-20191228,51,12
362,National,2019-12-29,81477390.0,244690030.0,1007580247.0,217006149.0,251243663.0,130682459.0,167764575.0,164140638.0,49337323.0,16413478.0,7528975.0,1806038.0,1656949.0,00-00000-20191229,52,12
363,National,2019-12-30,66047815.0,260119605.0,1123404942.0,235097216.0,290241047.0,152628947.0,190960336.0,183768284.0,51766790.0,12911245.0,4368809.0,903217.0,759051.0,00-00000-20191230,52,12
364,National,2019-12-31,56200848.0,269966572.0,1488436053.0,326740387.0,374130211.0,198018442.0,249847471.0,246373798.0,70148756.0,16668017.0,4897149.0,929197.0,682625.0,00-00000-20191231,52,12
365,National,2020-01-01,80939877.0,246227557.0,923538023.0,230835169.0,238582021.0,115462185.0,141552805.0,129057572.0,42031004.0,15863285.0,7578096.0,1676170.0,899716.0,00-00000-20200101,0,1
366,National,2020-01-02,65491345.0,261676089.0,1172890985.0,294149263.0,291335301.0,142966657.0,179459552.0,177801234.0,59415397.0,18379671.0,7197740.0,1505381.0,680789.0,00-00000-20200102,0,1
367,National,2020-01-03,64234078.0,262933356.0,1216512004.0,300898218.0,304254951.0,149976054.0,187715915.0,183655026.0,60794342.0,19050926.0,7824286.0,1611067.0,731219.0,00-00000-20200103,0,1
368,National,2020-01-04,71394075.0,255773359.0,1128121519.0,278083924.0,290688495.0,143166319.0,174758973.0,159974026.0,52404435.0,18701835.0,7928253.0,1618253.0,797006.0,00-00000-20200104,0,1
369,National,2020-01-05,77543523.0,249623911.0,1000929027.0,245082190.0,264478444.0,129293943.0,155744539.0,137088828.0,42617845.0,15858056.0,8027251.0,1797535.0,940396.0,00-00000-20200105,1,1
370,National,2020-01-06,66537703.0,260629731.0,1172194554.0,294827513.0,291696211.0,143042013.0,179070692.0,177948124.0,59625675.0,17562266.0,6317814.0,1335513.0,768733.0,00-00000-20200106,1,1
371,National,2020-01-07,64061056.0,263106378.0,1192777492.0,302780005.0,297166032.0,144634161.0,181665190.0,180871950.0,60237863.0,17481504.0,5974376.0,1261438.0,704973.0,00-00000-20200107,1,1
372,National,2020-01-08,63130539.0,264036895.0,1211494553.0,307065688.0,300544978.0,147136666.0,185383371.0,184337715.0,60964615.0,17804201.0,6233018.0,1319407.0,704894.0,00-00000-20200108,1,1
373,National,2020-01-09,63037086.0,264130348.0,1217243603.0,308655576.0,301990582.0,147768191.0,185804009.0,184984228.0,61520526.0,18151601.0,6390267.0,1309059.0,669564.0,00-00000-20200109,1,1
374,National,2020-01-10,61518047.0,265649387.0,1279997324.0,323459566.0,323575488.0,157711739.0,196210217.0,189494196.0,61601443.0,18695806.0,7203901.0,1371010.0,673958.0,00-00000-20200110,1,1
375,National,2020-01-11,70790476.0,256376958.0,1156498183.0,291160787.0,303637739.0,147403595.0,177864238.0,159901780.0,50759776.0,17265409.0,6622808.0,1243393.0,638658.0,00-00000-20200111,1,1
376,National,2020-01-12,76007363.0,251160071.0,1050581243.0,263772726.0,280540156.0,135145245.0,162098734.0,141265560.0,42979929.0,15412662.0,7145659.0,1444106.0,776466.0,00-00000-20200112,2,1
377,National,2020-01-13,64975796.0,262191638.0,1189940388.0,307528462.0,297728572.0,144110190.0,179295762.0,177699510.0,58887771.0,17033878.0,5863121.0,1155756.0,637366.0,00-00000-20200113,2,1
378,National,2020-01-14,63582755.0,263584679.0,1224774654.0,315193724.0,305137161.0,148098511.0,185756136.0,184552108.0,61066142.0,17432234.0,5800564.0,1176679.0,561395.0,00-00000-20200114,2,1
379,National,2020-01-15,63136738.0,264030696.0,1230293956.0,317420440.0,306808634.0,149013791.0,186648381.0,184268794.0,60740020.0,17473189.0,6016310.0,1259294.0,645103.0,00-00000-20200115,2,1
380,National,2020-01-16,62645079.0,264522355.0,1230268158.0,316502579.0,306273172.0,148905227.0,186474639.0,183954711.0,61008566.0,18091340.0,6768592.0,1469377.0,819955.0,00-00000-20200116,2,1
381,National,2020-01-17,62263792.0,264903642.0,1278250057.0,328454660.0,323061173.0,156705008.0,194023234.0,186675772.0,60608161.0,18704526.0,7730938.0,1523518.0,763067.0,00-00000-20200117,2,1
382,National,2020-01-18,71819942.0,255347492.0,1166131075.0,297376285.0,306792514.0,148336070.0,178242222.0,159116466.0,50075324.0,17179677.0,6970790.0,1316122.0,725605.0,00-00000-20200118,2,1
383,National,2020-01-19,76607235.0,250560199.0,1051019710.0,267517396.0,278485111.0,133983234.0,161518530.0,141250217.0,43054609.0,15579311.0,7339877.0,1483034.0,808391.0,00-00000-20200119,3,1
384,National,2020-01-20,69923261.0,257244173.0,1123972352.0,284051088.0,279383051.0,136700945.0,171076307.0,167493486.0,56756318.0,18649535.0,7566123.0,1500062.0,795437.0,00-00000-20200120,3,1
385,National,2020-01-21,64458818.0,262708616.0,1197261676.0,305811768.0,296486824.0,144464973.0,182155315.0,181648239.0,60712642.0,17713419.0,6194349.0,1315925.0,758222.0,00-00000-20200121,3,1
386,National,2020-01-22,62367536.0,264799898.0,1223732200.0,311554316.0,304617057.0,148986115.0,187375090.0,184801441.0,60858119.0,17493536.0,6113405.0,1265318.0,667803.0,00-00000-20200122,3,1
387,National,2020-01-23,63631506.0,263535928.0,1230534034.0,317684064.0,305997858.0,148399442.0,186143106.0,184428396.0,61157374.0,18007879.0,6552188.0,1404941.0,758786.0,00-00000-20200123,3,1
388,National,2020-01-24,62012426.0,265155008.0,1295518515.0,332412401.0,326662807.0,158540090.0,196778131.0,190272499.0,61965935.0,19138800.0,7554973.0,1447306.0,745573.0,00-00000-20200124,3,1
389,National,2020-01-25,69129409.0,258038025.0,1188078124.0,298647657.0,305868768.0,149599498.0,183206532.0,167957623.0,54894428.0,18885702.0,7058860.0,1261738.0,697318.0,00-00000-20200125,3,1
390,National,2020-01-26,73941931.0,253225503.0,1065834948.0,269818963.0,282471581.0,136167821.0,163409369.0,143537827.0,44499473.0,16218785.0,7442253.0,1458237.0,810639.0,00-00000-20200126,4,1
391,National,2020-01-27,64111113.0,263056321.0,1202319115.0,312465903.0,300154358.0,144766310.0,181148844.0,178832312.0,59419685.0,17378763.0,6142500.0,1262533.0,747907.0,00-00000-20200127,4,1
392,National,2020-01-28,63348218.0,263819216.0,1209818823.0,310833591.0,301264323.0,146467781.0,183591517.0,181744727.0,60290042.0,17559290.0,6065242.0,1312050.0,690260.0,00-00000-20200128,4,1
393,National,2020-01-29,63791317.0,263376117.0,1219752264.0,312049370.0,303554591.0,147646597.0,185811580.0,184065011.0,60825504.0,17661795.0,6125326.0,1326451.0,686039.0,00-00000-20200129,4,1
394,National,2020-01-30,62466817.0,264700617.0,1201844275.0,304785431.0,295255199.0,144679785.0,182871126.0,181457023.0,61888705.0,19399519.0,8212740.0,2002466.0,1292281.0,00-00000-20200130,4,1
395,National,2020-01-31,60279114.0,266888320.0,1262105426.0,317330299.0,315324949.0,154242322.0,191852643.0,186519001.0,62785868.0,20766158.0,9602853.0,2227372.0,1453961.0,00-00000-20200131,4,1
396,National,2020-02-01,66752030.0,260415404.0,1190348735.0,295149390.0,307167918.0,150423698.0,182654108.0,166476045.0,55670170.0,20392424.0,9064463.0,2011592.0,1338927.0,00-00000-20200201,4,2
397,National,2020-02-02,73049380.0,254118054.0,1055746737.0,266979987.0,280189106.0,133920207.0,160499898.0,141098729.0,44252678.0,16626698.0,8688258.0,2086311.0,1404865.0,00-00000-20200202,5,2
398,National,2020-02-03,62674786.0,264492648.0,1199881215.0,309361981.0,298768180.0,144217541.0,179488542.0,176581766.0,60146693.0,19254250.0,8556657.0,2063337.0,1442268.0,00-00000-20200203,5,2
399,National,2020-02-04,61679850.0,265487584.0,1197568685.0,304952859.0,295068380.0,143677498.0,181306282.0,179890657.0,61391691.0,19439658.0,8327027.0,2092412.0,1422221.0,00-00000-20200204,5,2
400,National,2020-02-05,62904481.0,264262953.0,1199350169.0,308458460.0,298209235.0,144298569.0,180216978.0,177423991.0,60002386.0,18872829.0,8304067.0,2103775.0,1459879.0,00-00000-20200205,5,2
401,National,2020-02-06,61906353.0,265261081.0,1195789304.0,307479845.0,298625144.0,143734227.0,179542671.0,176469771.0,59488047.0,18745897.0,8251921.0,2067331.0,1384450.0,00-00000-20200206,5,2
402,National,2020-02-07,60378882.0,266788552.0,1260658317.0,321227400.0,318280745.0,154003697.0,190559844.0,183149967.0,60833405.0,20115674.0,9077942.0,2050978.0,1358665.0,00-00000-20200207,5,2
403,National,2020-02-08,68190960.0,258976474.0,1164809061.0,290540680.0,300095373.0,146238755.0,178235666.0,163597281.0,54660996.0,19938962.0,8417405.0,1810766.0,1273177.0,00-00000-20200208,5,2
404,National,2020-02-09,81478436.0,245688998.0,960101921.0,234357631.0,252068034.0,123399995.0,148640436.0,130353089.0,41831115.0,16746977.0,8808184.0,2129728.0,1766732.0,00-00000-20200209,6,2
405,National,2020-02-10,62675132.0,264492302.0,1185964968.0,292946326.0,294545015.0,144885394.0,182149861.0,178440677.0,60463998.0,19640416.0,8683427.0,2270807.0,1939047.0,00-00000-20200210,6,2
406,National,2020-02-11,58433923.0,268733511.0,1200995733.0,296802910.0,296744832.0,146856376.0,184895728.0,181804433.0,61481516.0,19705512.0,8553730.0,2266209.0,1884487.0,00-00000-20200211,6,2
407,National,2020-02-12,59593637.0,267573797.0,1227156309.0,303579869.0,302694644.0,150786974.0,189797325.0,184798145.0,61917935.0,20022668.0,8989172.0,2439045.0,2130532.0,00-00000-20200212,6,2
408,National,2020-02-13,58647882.0,268519552.0,1219699730.0,300074769.0,301880602.0,150130353.0,187871584.0,182989634.0,61811451.0,20578555.0,9601428.0,2571781.0,2189573.0,00-00000-20200213,6,2
409,National,2020-02-14,57024410.0,270143024.0,1315614708.0,319081219.0,325521024.0,164020356.0,204495724.0,196370884.0,66127553.0,23280859.0,11487492.0,2845046.0,2384551.0,00-00000-20200214,6,2
